,file_name,recall_0.1,recall_0.25,recall_0.5,recall_0.75,recall_0.9,wss_0.95,erf_0.1,atd
0,metrics_sim_Hamilton_English_logistic_distiluse_0.json,0.6744186046511628,0.9418604651162791,1.0,1.0,1.0,0.691437802907916,0.5697674418604651,163.72093023255815
1,metrics_sim_Hamilton_English_logistic_mpnet_0.json,0.5930232558139535,0.9418604651162791,1.0,1.0,1.0,0.6892837910608508,0.4883720930232558,190.34883720930233
2,metrics_sim_Hamilton_English_logistic_sbert_0.json,0.8837209302325582,0.9767441860465116,0.9883720930232558,1.0,1.0,0.815831987075929,0.7790697674418605,108.1046511627907
3,metrics_sim_Hamilton_English_logistic_tfidf_0.json,0.7790697674418605,0.9418604651162791,1.0,1.0,1.0,0.6925148088314486,0.6744186046511628,131.43023255813952
4,metrics_sim_Hamilton_Multi_1_logistic_distiluse_0.json,0.6976744186046512,0.9186046511627907,1.0,1.0,1.0,0.6768982229402262,0.5930232558139535,164.87209302325581
5,metrics_sim_Hamilton_Multi_1_logistic_mpnet_0.json,0.5,0.8953488372093024,0.9883720930232558,1.0,1.0,0.6381260096930533,0.3953488372093023,212.3139534883721
6,metrics_sim_Hamilton_Multi_1_logistic_sbert_0.json,0.8255813953488372,0.9534883720930233,0.9767441860465116,1.0,1.0,0.8012924071082391,0.7209302325581395,128.91860465116278
7,metrics_sim_Hamilton_Multi_1_logistic_tfidf_0.json,0.7790697674418605,0.8953488372093024,0.9418604651162791,0.9534883720930233,0.9883720930232558,0.5061927840603123,0.6744186046511628,196.67441860465115
8,metrics_sim_Hamilton_Multi_2_logistic_distiluse_0.json,0.6976744186046512,0.9418604651162791,1.0,1.0,1.0,0.687668282175552,0.5930232558139535,173.45348837209303
9,metrics_sim_Hamilton_Multi_2_logistic_mpnet_0.json,0.5465116279069767,0.8953488372093024,0.9883720930232558,1.0,1.0,0.6305869682283253,0.4418604651162791,215.74418604651163
10,metrics_sim_Hamilton_Multi_2_logistic_sbert_0.json,0.8604651162790697,0.9534883720930233,1.0,1.0,1.0,0.7953688745288099,0.7558139534883721,123.83720930232558
11,metrics_sim_Hamilton_Multi_2_logistic_tfidf_0.json,0.7441860465116279,0.9186046511627907,0.9418604651162791,0.9534883720930233,0.9883720930232558,0.5191168551427033,0.6395348837209303,198.88372093023256
12,metrics_sim_Hamilton_Original_logistic_distiluse_0.json,0.6744186046511628,0.9418604651162791,1.0,1.0,1.0,0.6892837910608508,0.5697674418604651,163.8953488372093
13,metrics_sim_Hamilton_Original_logistic_mpnet_0.json,0.5232558139534884,0.9186046511627907,0.9883720930232558,1.0,1.0,0.6661281637049004,0.4186046511627907,207.95348837209303
14,metrics_sim_Hamilton_Original_logistic_sbert_0.json,0.8837209302325582,0.9651162790697675,0.9883720930232558,1.0,1.0,0.819601507808293,0.7790697674418605,114.55813953488372
15,metrics_sim_Hamilton_Original_logistic_tfidf_0.json,0.7790697674418605,0.9302325581395349,1.0,1.0,1.0,0.6392030156165859,0.6744186046511628,144.59302325581396
